	i	j	t
4712	109	263	3310
4713	109	263	3956
4714	109	263	4023
4715	109	263	4205
4716	109	263	4272
4717	109	263	4353
4718	109	263	4516
4719	109	263	4552
4720	109	263	4735
4721	109	263	4795
4722	109	263	4796
4723	109	263	5266
4724	109	263	5323
4725	109	263	5340
4726	109	263	5552
4727	109	263	5635
4728	109	263	5799
4729	109	263	5872
4730	109	263	6173
4731	109	263	6691
4732	109	263	7063
4733	44	158	37
4734	44	158	236
4735	44	158	707
4736	44	158	745
4737	44	158	844
4738	44	158	1013
4739	44	158	1549
4740	44	158	1972
4741	44	158	2240
4742	44	158	2372
4743	44	158	2396
4744	44	158	2891
4745	44	158	3171
4746	44	158	3398
4747	44	158	3451
4748	44	158	3525
4749	44	158	3632
4750	44	158	4325
4751	44	158	4449
4752	44	158	4604
4753	44	158	4740
4754	44	158	4853
4755	44	158	5060
4756	44	158	5124
4757	44	158	5166
4758	44	158	5210
4759	44	158	5419
4760	44	158	5502
4761	44	158	6152
4762	44	158	6169
4763	44	158	6596
4764	44	158	6746
4765	44	158	6928
4766	44	158	7086
4767	60	179	679
4768	60	179	781
4769	60	179	1021
4770	60	179	1055
4771	60	179	1086
4772	60	179	1135
4773	60	179	1136
4774	60	179	1269
4775	60	179	1800
4776	60	179	1880
4777	60	179	2008
4778	60	179	2020
4779	60	179	2238
4780	60	179	2552
4781	60	179	2848
4782	60	179	2909
4783	60	179	3222
4784	60	179	3281
4785	60	179	3439
4786	60	179	3606
4787	60	179	4208
4788	60	179	4241
4789	60	179	4814
4790	60	179	4849
4791	60	179	5046
4792	60	179	5173
4793	60	179	5959
4794	60	179	6090
4795	60	179	6116
4796	60	179	6354
4797	60	179	6810
4798	60	179	7348
4799	98	241	362
4800	98	241	401
4801	98	241	619
4802	98	241	631
4803	98	241	646
4804	98	241	731
4805	98	241	777
4806	98	241	778
4807	98	241	1065
4808	98	241	1295
4809	98	241	1545
4810	98	241	1555
4811	98	241	1626
4812	98	241	1650
4813	98	241	1953
4814	98	241	2386
4815	98	241	2565
4816	98	241	2809
4817	98	241	3080
4818	98	241	3123
4819	98	241	3195
4820	98	241	3508
4821	98	241	3509
4822	98	241	4306
4823	98	241	4818
4824	98	241	4884
4825	98	241	4895
4826	98	241	5057
4827	98	241	5150
4828	98	241	5580
4829	98	241	5991
4830	98	241	6037
4831	98	241	6324
4832	98	241	6555
4833	98	241	6681
4834	98	241	7174
4835	27	91	130
4836	27	91	341
4837	27	91	546
4838	27	91	645
4839	27	91	787
4840	27	91	984
4841	27	91	1124
4842	27	91	1746
4843	27	91	1847
4844	27	91	2055
4845	27	91	2077
4846	27	91	2107
4847	27	91	2398
4848	27	91	2757
4849	27	91	3097
4850	27	91	3455
4851	27	91	3460
4852	27	91	3561
4853	27	91	3717
4854	27	91	4135
4855	27	91	4243
4856	27	91	4267
4857	27	91	6038
4858	27	91	6345
4859	27	91	6649
4860	27	91	6874
4861	27	91	7235
4862	43	199	183
4863	43	199	317
4864	43	199	676
4865	43	199	693
4866	43	199	728
4867	43	199	1109
4868	43	199	1172
4869	43	199	1779
4870	43	199	1970
4871	43	199	2037
4872	43	199	2379
4873	43	199	2385
4874	43	199	2572
4875	43	199	2730
4876	43	199	2768
4877	43	199	2979
4878	43	199	3233
4879	43	199	3578
4880	43	199	3591
4881	43	199	4155
4882	43	199	4528
4883	43	199	4835
4884	43	199	5043
4885	43	199	5541
4886	43	199	5608
4887	43	199	6143
4888	43	199	6207
4889	43	199	6345
4890	43	199	6425
4891	43	199	6646
4892	43	199	6691
4893	43	199	6724
4894	43	199	7208
4895	1	98	226
4896	1	98	287
4897	1	98	580
4898	1	98	991
4899	1	98	1096
4900	1	98	1467
4901	1	98	1780
4902	1	98	2091
4903	1	98	2209
4904	1	98	2448
4905	1	98	2772
4906	1	98	2857
4907	1	98	2968
4908	1	98	3183
4909	1	98	3872
4910	1	98	4024
4911	1	98	4387
4912	1	98	4485
4913	1	98	5188
4914	1	98	5384
4915	1	98	5399
4916	1	98	5589
4917	1	98	5600
4918	1	98	5601
4919	1	98	5792
4920	1	98	5834
4921	1	98	6171
4922	1	98	6216
4923	1	98	6321
4924	1	98	6478
4925	1	98	7366
4926	1	43	117
4927	1	43	118
4928	1	43	216
4929	1	43	736
4930	1	43	854
4931	1	43	916
4932	1	43	1100
4933	1	43	1286
4934	1	43	1434
4935	1	43	1830
4936	1	43	1985
4937	1	43	2090
4938	1	43	2162
4939	1	43	2855
4940	1	43	2960
4941	1	43	3014
4942	1	43	3509
4943	1	43	3636
4944	1	43	3739
4945	1	43	4020
4946	1	43	4289
4947	1	43	4492
4948	1	43	4617
4949	1	43	4813
4950	1	43	4833
4951	1	43	4864
4952	1	43	4899
4953	1	43	4947
4954	1	43	5099
4955	1	43	5550
4956	1	43	5806
4957	1	43	6365
4958	1	43	6499
4959	1	43	6507
4960	1	43	6618
4961	1	43	6665
4962	50	240	16
4963	50	240	30
4964	50	240	192
4965	50	240	517
4966	50	240	574
4967	50	240	848
4968	50	240	860
4969	50	240	906
4970	50	240	918
4971	50	240	1231
4972	50	240	1737
4973	50	240	2899
4974	50	240	3010
4975	50	240	4270
4976	50	240	4759
4977	50	240	5795
4978	50	240	5946
4979	50	240	6081
4980	50	276	245
4981	50	276	325
4982	50	276	419
4983	50	276	856
4984	50	276	896
4985	50	276	1009
4986	50	276	1070
4987	50	276	1080
4988	50	276	1312
4989	50	276	1319
4990	50	276	1493
4991	50	276	1642
4992	50	276	1655
4993	50	276	2198
4994	50	276	2673
4995	50	276	2796
4996	50	276	2915
4997	50	276	4598
4998	50	276	4635
4999	50	276	4727
5000	50	276	4764
5001	50	276	5015
5002	50	276	5218
5003	50	276	5283
5004	50	276	5509
5005	50	276	6079
5006	50	276	6188
5007	50	276	6190
5008	50	276	6336
5009	50	276	6675
5010	50	276	6683
5011	199	240	60
5012	199	240	462
5013	199	240	747
5014	199	240	1080
5015	199	240	1358
5016	199	240	1790
5017	199	240	2447
5018	199	240	2517
5019	199	240	2521
5020	199	240	2551
5021	199	240	2806
5022	199	240	3344
5023	199	240	4016
5024	199	240	4362
5025	199	240	4389
5026	199	240	4900
5027	199	240	5085
5028	199	240	5229
5029	199	240	5450
5030	199	240	6102
5031	199	240	6530
5032	199	240	6891
5033	135	240	121
5034	135	240	183
5035	135	240	417
5036	135	240	538
5037	135	240	565
5038	135	240	669
5039	135	240	694
5040	135	240	1057
5041	135	240	2000
5042	135	240	2088
5043	135	240	2256
5044	135	240	2350
5045	135	240	2460
5046	135	240	2639
5047	135	240	2662
5048	135	240	2719
5049	135	240	2750
5050	135	240	2941
5051	135	240	3167
5052	135	240	3232
5053	135	240	3236
5054	135	240	3270
5055	135	240	3382
5056	135	240	4236
5057	135	240	4262
5058	135	240	4486
5059	135	240	4507
5060	135	240	4865
5061	135	240	5674
5062	135	240	5933
5063	135	240	5974
5064	135	240	6103
5065	135	240	6503
5066	135	240	6583
5067	135	240	6670
5068	135	240	6695
5069	106	112	31
5070	106	112	515
5071	106	112	581
5072	106	112	629
5073	106	112	760
5074	106	112	1282
5075	106	112	1542
5076	106	112	1591
5077	106	112	1702
5078	106	112	1837
5079	106	112	1968
5080	106	112	1987
5081	106	112	2089
5082	106	112	2810
5083	106	112	2913
5084	106	112	3213
5085	106	112	3587
5086	106	112	3806
5087	106	112	4041
5088	106	112	4343
5089	106	112	4547
5090	106	112	4548
5091	106	112	4811
5092	106	112	4887
5093	106	112	5259
5094	106	112	5332
5095	106	112	5536
5096	106	112	5900
5097	106	112	5979
5098	106	112	6095
5099	106	112	6116
5100	106	112	6430
5101	106	112	6435
5102	106	112	6526
5103	106	112	6554
5104	106	112	6795
5105	106	112	7175
5106	65	221	43
5107	65	221	490
5108	65	221	510
5109	65	221	539
5110	65	221	770
5111	65	221	833
5112	65	221	1016
5113	65	221	1256
5114	65	221	1437
5115	65	221	1801
5116	65	221	2291
5117	65	221	2293
5118	65	221	2780
5119	65	221	3241
5120	65	221	3283
5121	65	221	3363
5122	65	221	3607
5123	65	221	4546
5124	65	221	4561
5125	65	221	4884
5126	65	221	5245
5127	65	221	5461
5128	65	221	5586
5129	65	221	5606
5130	65	221	6293
5131	65	221	6377
5132	65	221	6618
5133	65	221	6873
5134	60	91	21
5135	60	91	133
5136	60	91	363
5137	60	91	551
5138	60	91	698
5139	60	91	788
5140	60	91	830
5141	60	91	959
5142	60	91	1110
5143	60	91	1251
5144	60	91	1291
5145	60	91	1353
5146	60	91	1650
5147	60	91	1709
5148	60	91	1922
5149	60	91	1925
5150	60	91	2061
5151	60	91	2073
5152	60	91	2284
5153	60	91	2348
5154	60	91	2635
5155	60	91	2871
5156	60	91	3497
5157	60	91	4808
5158	60	91	4990
5159	60	91	5054
5160	60	91	5254
5161	60	91	5266
5162	60	91	5291
5163	60	91	5850
5164	60	91	5982
5165	60	91	6077
5166	60	91	6169
5167	60	91	6305
5168	60	91	6582
5169	60	91	6659
5170	60	91	7070
5171	60	91	7255
5172	16	46	47
5173	16	46	159
5174	16	46	185
5175	16	46	351
5176	16	46	450
5177	16	46	563
5178	16	46	563
5179	16	46	587
5180	16	46	591
5181	16	46	769
5182	16	46	794
5183	16	46	889
5184	16	46	1291
5185	16	46	1394
5186	16	46	1445
5187	16	46	1945
5188	16	46	2252
5189	16	46	2286
5190	16	46	2503
5191	16	46	2538
5192	16	46	2580
5193	16	46	2751
5194	16	46	2755
5195	16	46	2870
5196	16	46	3371
5197	16	46	3619
5198	16	46	4015
5199	16	46	4212
5200	16	46	4499
5201	16	46	4589
5202	16	46	5665
5203	16	46	5758
5204	16	46	5777
5205	16	46	5879
5206	16	46	5954
5207	16	46	6061
5208	16	46	6132
5209	16	46	6147
5210	16	46	6285
5211	16	46	6285
5212	16	46	6360
5213	16	46	6436
5214	16	46	6446
5215	16	46	6615
5216	16	46	7001
5217	305	325	213
5218	305	325	280
5219	305	325	563
5220	305	325	649
5221	305	325	905
5222	305	325	916
5223	305	325	932
5224	305	325	1094
5225	305	325	1112
5226	305	325	1118
5227	305	325	1262
5228	305	325	1275
5229	305	325	1288
5230	305	325	1295
5231	305	325	1310
5232	305	325	1537
5233	305	325	1877
5234	305	325	2008
5235	305	325	2559
5236	305	325	2783
5237	305	325	2808
5238	305	325	2915
5239	305	325	3069
5240	305	325	3260
5241	305	325	3458
5242	305	325	4290
5243	305	325	4519
5244	305	325	4778
5245	305	325	4835
5246	305	325	4858
5247	305	325	5087
5248	305	325	5259
5249	305	325	5623
5250	305	325	6109
5251	305	325	6177
5252	305	325	6337
5253	305	325	6356
5254	305	325	6617
5255	305	325	6806
5256	305	325	7301
5257	43	260	21
5258	43	260	387
5259	43	260	412
5260	43	260	746
5261	43	260	905
5262	43	260	933
5263	43	260	1002
5264	43	260	1023
5265	43	260	1056
5266	43	260	1290
5267	43	260	1343
5268	43	260	1493
5269	43	260	1594
5270	43	260	1721
5271	43	260	1767
5272	43	260	1834
5273	43	260	2383
5274	43	260	2771
5275	43	260	2908
5276	43	260	3059
5277	43	260	3100
5278	43	260	3396
5279	43	260	3401
5280	43	260	3527
5281	43	260	3635
5282	43	260	4060
5283	43	260	4291
5284	43	260	4834
5285	43	260	4867
5286	43	260	5333
5287	43	260	5936
5288	43	260	7002
5289	43	260	7156
5290	171	238	32
5291	171	238	163
5292	171	238	193
5293	171	238	677
5294	171	238	741
5295	171	238	769
5296	171	238	1077
5297	171	238	1192
5298	171	238	1373
5299	171	238	1503
5300	171	238	1526
5301	171	238	1608
5302	171	238	1610
5303	171	238	1792
5304	171	238	1927
5305	171	238	2060
5306	171	238	2400
5307	171	238	2479
5308	171	238	2632
5309	171	238	2874
5310	171	238	3108
5311	171	238	3528
5312	171	238	4120
5313	171	238	4720
5314	171	238	4810
5315	171	238	5052
5316	171	238	5177
5317	171	238	5614
5318	171	238	5739
5319	171	238	5912
5320	171	238	6045
5321	171	238	6155
5322	171	238	6185
5323	171	238	6452
5324	171	238	6549
5325	171	238	6550
5326	171	238	6568
5327	171	238	6795
5328	70	140	33
5329	70	140	49
5330	70	140	58
5331	70	140	151
5332	70	140	222
5333	70	140	390
5334	70	140	1971
5335	70	140	2015
5336	70	140	2381
5337	70	140	2672
5338	70	140	3013
5339	70	140	3172
5340	70	140	3188
5341	70	140	3454
5342	70	140	3563
5343	70	140	3599
5344	70	140	3710
5345	70	140	4197
5346	70	140	4396
5347	70	140	4505
5348	70	140	4785
5349	70	140	4894
5350	70	140	4933
5351	70	140	6109
5352	70	140	7206
5353	241	260	33
5354	241	260	33
5355	241	260	273
5356	241	260	407
5357	241	260	468
5358	241	260	505
5359	241	260	562
5360	241	260	593
5361	241	260	649
5362	241	260	728
5363	241	260	729
5364	241	260	776
5365	241	260	1075
5366	241	260	1101
5367	241	260	1239
5368	241	260	1267
5369	241	260	1843
5370	241	260	2026
5371	241	260	2278
5372	241	260	2735
5373	241	260	2894
5374	241	260	3232
5375	241	260	3388
5376	241	260	3514
5377	241	260	3990
5378	241	260	4359
5379	241	260	4761
5380	241	260	4850
5381	241	260	5315
5382	241	260	5453
5383	241	260	6137
5384	241	260	6632
5385	241	260	6694
5386	241	260	6805
5387	241	260	7249
5388	224	234	16
5389	224	234	301
5390	224	234	311
5391	224	234	465
5392	224	234	586
5393	224	234	622
5394	224	234	708
5395	224	234	1460
5396	224	234	1494
5397	224	234	1767
5398	224	234	2201
5399	224	234	2881
5400	224	234	2897
5401	224	234	2919
5402	224	234	3383
5403	224	234	3614
5404	224	234	3639
5405	224	234	3649
5406	224	234	3713
5407	224	234	4186
5408	224	234	4436
5409	224	234	4478
5410	224	234	4718
5411	224	234	5257
5412	224	234	5558
5413	224	234	5864
5414	224	234	6019
5415	224	234	6025
5416	224	234	6097
5417	224	234	6120
5418	224	234	6232
5419	224	234	6427
5420	224	234	6502
5421	14	43	36
5422	14	43	405
5423	14	43	493
5424	14	43	687
5425	14	43	748
5426	14	43	793
5427	14	43	1187
5428	14	43	1282
5429	14	43	1282
5430	14	43	1329
5431	14	43	1347
5432	14	43	1375
5433	14	43	1482
5434	14	43	1826
5435	14	43	1903
5436	14	43	1929
5437	14	43	2232
5438	14	43	2398
5439	14	43	2767
5440	14	43	2891
5441	14	43	2893
5442	14	43	2982
5443	14	43	3029
5444	14	43	3756
5445	14	43	4038
5446	14	43	4609
5447	14	43	4878
5448	14	43	5458
5449	14	43	5513
5450	14	43	5557
5451	14	43	5614
5452	14	43	5614
5453	14	43	5878
5454	14	43	6234
5455	14	43	6285
5456	14	43	6396
5457	14	43	6440
5458	14	43	6618
5459	14	43	6618
5460	46	60	146
5461	46	60	218
5462	46	60	375
5463	46	60	448
5464	46	60	611
5465	46	60	1036
5466	46	60	1214
5467	46	60	1290
5468	46	60	1927
5469	46	60	2334
5470	46	60	2599
5471	46	60	2932
5472	46	60	3119
5473	46	60	3148
5474	46	60	3310
5475	46	60	3378
5476	46	60	3386
5477	46	60	3458
5478	46	60	4000
5479	46	60	4510
5480	46	60	4798
5481	46	60	5253
5482	46	60	5258
5483	46	60	5289
5484	46	60	5613
5485	46	60	6113
5486	46	60	6370
5487	46	60	6509
5488	46	60	7275
5489	16	76	35
5490	16	76	125
5491	16	76	203
5492	16	76	393
5493	16	76	655
5494	16	76	1197
5495	16	76	1487
5496	16	76	1830
5497	16	76	1979
5498	16	76	2218
5499	16	76	2383
5500	16	76	2877
5501	16	76	3191
5502	16	76	3376
5503	16	76	3415
5504	16	76	4183
5505	16	76	4756
5506	16	76	4872
5507	16	76	4883
5508	16	76	5075
5509	16	76	5184
5510	16	76	5478
5511	16	76	5770
5512	16	76	5971
5513	16	76	6045
5514	16	76	6655
5515	16	76	7087
5516	94	234	218
5517	94	234	481
5518	94	234	583
5519	94	234	585
5520	94	234	622
5521	94	234	725
5522	94	234	751
5523	94	234	758
5524	94	234	798
5525	94	234	809
5526	94	234	1173
5527	94	234	1305
5528	94	234	1326
5529	94	234	1560
5530	94	234	1972
5531	94	234	2205
5532	94	234	2403
5533	94	234	2553
5534	94	234	3175
5535	94	234	3633
5536	94	234	3781
5537	94	234	4310
5538	94	234	4331
5539	94	234	4534
5540	94	234	4883
5541	94	234	4885
5542	94	234	4921
5543	94	234	4977
5544	94	234	5139
5545	94	234	5211
5546	94	234	5225
5547	94	234	5513
5548	94	234	6104
5549	94	234	6504
5550	94	234	6679
5551	94	234	7097
5552	91	135	1
5553	91	135	154
5554	91	135	183
5555	91	135	264
5556	91	135	471
5557	91	135	625
5558	91	135	1019
5559	91	135	1087
5560	91	135	1526
5561	91	135	1592
5562	91	135	1628
5563	91	135	2395
5564	91	135	2733
5565	91	135	3605
5566	91	135	3816
5567	91	135	4188
5568	91	135	4711
5569	91	135	4880
5570	91	135	5185
5571	91	135	5571
5572	91	135	5581
5573	91	135	5611
5574	91	135	6100
5575	91	135	6252
5576	91	135	6680
5577	91	135	6798
5578	91	135	7215
5579	91	135	7361
5580	37	44	167
5581	37	44	228
5582	37	44	415
5583	37	44	460
5584	37	44	781
5585	37	44	970
5586	37	44	1269
5587	37	44	1476
5588	37	44	1664
5589	37	44	1838
5590	37	44	2171
5591	37	44	2334
5592	37	44	2907
5593	37	44	2916
5594	37	44	2921
5595	37	44	3068
5596	37	44	3739
5597	37	44	4364
5598	37	44	4449
5599	37	44	4698
5600	37	44	5626
5601	37	44	5643
5602	37	44	6090
5603	37	44	6148
5604	37	44	6391
5605	37	44	6633
5606	1	179	14
5607	1	179	56
5608	1	179	287
5609	1	179	305
5610	1	179	585
5611	1	179	784
5612	1	179	934
5613	1	179	1070
5614	1	179	1195
5615	1	179	1364
5616	1	179	1456
5617	1	179	1610
5618	1	179	2094
5619	1	179	2730
5620	1	179	3113
5621	1	179	3227
5622	1	179	3384
5623	1	179	4007
5624	1	179	4009
5625	1	179	4112
5626	1	179	4482
5627	1	179	4495
5628	1	179	4511
5629	1	179	4823
5630	1	179	4856
5631	1	179	5294
5632	1	179	5335
5633	1	179	5764
5634	1	179	5823
5635	1	179	5893
5636	1	179	6119
5637	1	179	6160
5638	1	179	6205
5639	1	179	6334
5640	1	179	6397
5641	1	179	6537
5642	1	179	6618
5643	1	179	7033
5644	37	216	640
5645	37	216	769
5646	37	216	978
5647	37	216	1122
5648	37	216	1268
5649	37	216	1289
5650	37	216	1314
5651	37	216	1497
5652	37	216	1774
5653	37	216	1795
5654	37	216	1922
5655	37	216	1976
5656	37	216	2239
5657	37	216	2739
5658	37	216	2773
5659	37	216	2803
5660	37	216	2903
5661	37	216	3706
5662	37	216	3713
5663	37	216	3741
5664	37	216	4017
5665	37	216	4605
5666	37	216	5150
5667	37	216	5198
5668	37	216	5431
5669	37	216	5738
5670	37	216	5872
5671	37	216	6067
5672	37	216	6168
5673	37	216	6260
5674	37	216	6320
5675	37	216	6419
5676	37	216	6678
5677	37	216	6688
5678	37	216	7260
5679	37	216	7320
5680	46	240	80
5681	46	240	802
5682	46	240	832
5683	46	240	929
5684	46	240	1043
5685	46	240	1296
5686	46	240	1352
5687	46	240	1662
5688	46	240	1710
5689	46	240	2270
5690	46	240	2720
5691	46	240	2801
5692	46	240	2983
5693	46	240	4540
5694	46	240	4541
5695	46	240	4598
5696	46	240	4621
5697	46	240	4711
5698	46	240	5133
5699	46	240	5429
5700	46	240	5571
5701	46	240	6025
5702	46	240	6027
5703	46	240	6042
5704	46	240	6096
5705	46	240	6159
5706	46	240	6352
5707	46	240	6799
5708	46	240	6963
5709	60	240	73
5710	60	240	129
5711	60	240	220
5712	60	240	403
5713	60	240	421
5714	60	240	489
5715	60	240	706
5716	60	240	761
5717	60	240	941
5718	60	240	1264
5719	60	240	1290
5720	60	240	1534
5721	60	240	1783
5722	60	240	2025
5723	60	240	2317
5724	60	240	2614
5725	60	240	2758
5726	60	240	2786
5727	60	240	2878
5728	60	240	2987
5729	60	240	3140
5730	60	240	3140
5731	60	240	3985
5732	60	240	4250
5733	60	240	4570
5734	60	240	4600
5735	60	240	4879
5736	60	240	4966
5737	60	240	5246
5738	60	240	5292
5739	60	240	5634
5740	60	240	6350
5741	60	240	6439
5742	109	241	163
5743	109	241	168
5744	109	241	172
5745	109	241	414
5746	109	241	513
5747	109	241	530
5748	109	241	581
5749	109	241	761
5750	109	241	772
5751	109	241	1217
5752	109	241	1783
5753	109	241	1826
5754	109	241	2276
5755	109	241	2334
5756	109	241	2619
5757	109	241	2739
5758	109	241	2914
5759	109	241	3560
5760	109	241	3592
5761	109	241	3687
5762	109	241	3695
5763	109	241	3751
5764	109	241	3960
5765	109	241	4453
5766	109	241	4858
5767	109	241	5271
5768	109	241	6083
5769	109	241	6100
5770	109	241	6140
5771	109	241	6253
5772	109	241	7329
5773	43	241	41
5774	43	241	779
5775	43	241	1012
5776	43	241	1130
5777	43	241	1274
5778	43	241	1377
5779	43	241	1489
5780	43	241	1503
5781	43	241	1598
5782	43	241	1842
5783	43	241	1926
5784	43	241	1935
5785	43	241	1984
5786	43	241	2122
5787	43	241	2296
5788	43	241	2578
5789	43	241	2633
5790	43	241	2638
5791	43	241	2709
5792	43	241	2782
5793	43	241	2859
5794	43	241	3667
5795	43	241	3689
5796	43	241	3941
5797	43	241	3985
5798	43	241	4002
5799	43	241	4137
5800	43	241	4340
5801	43	241	4346
5802	43	241	4479
5803	43	241	4492
5804	43	241	4512
5805	43	241	4707
5806	43	241	4832
5807	43	241	6082
5808	43	241	6176
5809	43	241	7206
5810	43	241	7212
5811	109	260	23
5812	109	260	72
5813	109	260	128
5814	109	260	497
5815	109	260	588
5816	109	260	1245
5817	109	260	1262
5818	109	260	1784
5819	109	260	1984
5820	109	260	1997
5821	109	260	2510
5822	109	260	2733
5823	109	260	2914
5824	109	260	2961
5825	109	260	3568
5826	109	260	3618
5827	109	260	3827
5828	109	260	4018
5829	109	260	4368
5830	109	260	4524
5831	109	260	4574
5832	109	260	5068
5833	109	260	5223
5834	109	260	5814
5835	109	260	5837
5836	109	260	5891
5837	109	260	5924
5838	109	260	6137
5839	109	260	6187
5840	109	260	6594
5841	109	260	7024
5842	109	260	7055
5843	109	260	7061
5844	109	260	7272
5845	121	203	23
5846	121	203	324
5847	121	203	400
5848	121	203	442
5849	121	203	502
5850	121	203	835
5851	121	203	868
5852	121	203	1521
5853	121	203	1714
5854	121	203	1822
5855	121	203	2061
5856	121	203	2103
5857	121	203	2107
5858	121	203	2616
5859	121	203	2726
5860	121	203	2839
5861	121	203	3402
5862	121	203	3967
5863	121	203	4158
5864	121	203	4471
5865	121	203	4653
5866	121	203	5035
5867	121	203	5385
5868	121	203	6104
5869	121	203	6142
5870	121	203	6156
5871	121	203	6176
5872	121	203	6299
5873	121	203	6338
5874	121	203	6518
5875	27	158	56
5876	27	158	100
5877	27	158	658
5878	27	158	976
5879	27	158	1426
5880	27	158	1826
5881	27	158	2804
5882	27	158	2918
5883	27	158	3122
5884	27	158	3186
5885	27	158	3362
5886	27	158	3548
5887	27	158	3605
5888	27	158	3808
5889	27	158	4017
5890	27	158	4419
5891	27	158	4484
5892	27	158	4588
5893	27	158	4867
5894	27	158	5624
5895	27	158	5793
5896	27	158	5944
5897	27	158	6098
5898	27	158	6113
5899	27	158	6429
5900	27	158	6655
5901	27	158	6675
5902	27	158	6706
5903	27	158	7217
5904	27	72	401
5905	27	72	416
5906	27	72	629
5907	27	72	705
5908	27	72	772
5909	27	72	794
5910	27	72	837
5911	27	72	840
5912	27	72	1083
5913	27	72	1281
5914	27	72	1426
5915	27	72	1618
5916	27	72	1900
5917	27	72	2256
5918	27	72	2383
5919	27	72	2472
5920	27	72	2591
5921	27	72	2736
5922	27	72	2818
5923	27	72	2839
5924	27	72	2895
5925	27	72	2924
5926	27	72	3008
5927	27	72	3134
5928	27	72	3471
5929	27	72	3617
5930	27	72	4792
5931	27	72	4870
5932	27	72	5301
5933	27	72	5467
5934	27	72	5893
5935	27	72	5967
5936	27	72	6020
5937	27	72	6102
5938	27	72	6144
5939	27	72	6482
5940	27	72	6503
5941	27	72	7228
5942	27	72	7247
5943	1	77	18
5944	1	77	530
5945	1	77	754
5946	1	77	830
5947	1	77	909
5948	1	77	1243
5949	1	77	1835
5950	1	77	2195
5951	1	77	2320
5952	1	77	2584
5953	1	77	2602
5954	1	77	2625
5955	1	77	2663
5956	1	77	2786
5957	1	77	2918
5958	1	77	3037
5959	1	77	3061
5960	1	77	3260
5961	1	77	3288
5962	1	77	3425
5963	1	77	3426
5964	1	77	3586
5965	1	77	3699
5966	1	77	3773
5967	1	77	3997
5968	1	77	4156
5969	1	77	4196
5970	1	77	4233
5971	1	77	4320
5972	1	77	4389
5973	1	77	4484
5974	1	77	4586
5975	1	77	4655
5976	1	77	4663
5977	1	77	4695
5978	1	77	4730
5979	1	77	4971
5980	1	77	5492
5981	1	77	5507
5982	1	77	6146
5983	1	77	6236
5984	1	77	6302
5985	1	77	6403
5986	1	77	7034
5987	111	267	492
5988	111	267	719
5989	111	267	779
5990	111	267	1043
5991	111	267	1160
5992	111	267	2062
5993	111	267	2087
5994	111	267	2163
5995	111	267	2961
5996	111	267	3019
5997	111	267	3354
5998	111	267	3411
5999	111	267	3502
6000	111	267	4248
6001	111	267	4423
6002	111	267	4515
6003	111	267	5184
6004	111	267	5385
6005	111	267	5810
6006	111	267	6105
6007	111	267	6132
6008	20	55	220
6009	20	55	405
6010	20	55	675
6011	20	55	769
6012	20	55	829
6013	20	55	1263
6014	20	55	1384
6015	20	55	1450
6016	20	55	1994
6017	20	55	2029
6018	20	55	2030
6019	20	55	2102
6020	20	55	2332
6021	20	55	2341
6022	20	55	2442
6023	20	55	2578
6024	20	55	2700
6025	20	55	2797
6026	20	55	2889
6027	20	55	3127
6028	20	55	3156
6029	20	55	3327
6030	20	55	3490
6031	20	55	3592
6032	20	55	3629
6033	20	55	3672
6034	20	55	3889
6035	20	55	3910
6036	20	55	4221
6037	20	55	4251
6038	20	55	4495
6039	20	55	4529
6040	20	55	4671
6041	20	55	5760
6042	20	55	5879
6043	20	55	5915
6044	20	55	6106
6045	20	55	6117
6046	20	55	6505
6047	20	55	6824
6048	20	55	6941
6049	20	55	7089
6050	160	171	445
6051	160	171	460
6052	160	171	981
6053	160	171	990
6054	160	171	1237
6055	160	171	1253
6056	160	171	1433
6057	160	171	1920
6058	160	171	1954
6059	160	171	2086
6060	160	171	2420
6061	160	171	2499
6062	160	171	2512
6063	160	171	2931
6064	160	171	3060
6065	160	171	3310
6066	160	171	3414
6067	160	171	3471
6068	160	171	3869
6069	160	171	4364
6070	160	171	4400
6071	160	171	4502
6072	160	171	4575
6073	160	171	4799
6074	160	171	5054
6075	160	171	5276
6076	160	171	5488
6077	160	171	5621
6078	160	171	5817
6079	160	171	6288
6080	160	171	6293
6081	160	171	6622
6082	160	171	6641
6083	160	171	7148
6084	43	72	130
6085	43	72	404
6086	43	72	425
6087	43	72	491
6088	43	72	553
6089	43	72	579
6090	43	72	603
6091	43	72	1014
6092	43	72	1433
6093	43	72	1875
6094	43	72	1986
6095	43	72	2021
6096	43	72	2718
6097	43	72	2898
6098	43	72	2908
6099	43	72	3076
6100	43	72	3270
6101	43	72	3340
6102	43	72	3982
6103	43	72	4016
6104	43	72	4218
6105	43	72	4230
6106	43	72	4295
6107	43	72	4534
6108	43	72	4613
6109	43	72	4808
6110	43	72	5217
6111	43	72	5967
6112	43	72	6096
6113	43	72	6108
6114	43	72	6122
6115	43	72	6407
6116	43	72	6731
6117	77	179	64
6118	77	179	319
6119	77	179	437
6120	77	179	764
6121	77	179	770
6122	77	179	1267
6123	77	179	2143
6124	77	179	2219
6125	77	179	2318
6126	77	179	2384
6127	77	179	2908
6128	77	179	3126
6129	77	179	3350
6130	77	179	3369
6131	77	179	4201
6132	77	179	4377
6133	77	179	4564
6134	77	179	4795
6135	77	179	5230
6136	77	179	5311
